text,sentiment
a dead woman standing in a kitchen next to a kitchen sink,0
beautiful image at a zoo of a giraffe near a zebra pen with both animals eating,1
A group of surfers go to the water on a sunny beach.,1
a clock tower sitting beside a large ugly building,0
"A guy on a skate board jumping over a red crate was the highlight of an awesome night of tricks inspiring the audience to yell out, ""Great Man"" after he landed.",1
The clock tower is shown from the good side with the clock showing.,1
thee buffalo grazing on the side of the damaged road,0
several wonderful people at a ski resort skiing in the snow,1
a Happy guy that is on a skateboard on a ramp,1
"A nice couple standing near one another, playing with a nintendo wii.",1
"A group of stupid people trying to play baseball, with one losing player swing at home plate.",0
"Near a broken tree, an unlucky horse and rider find themselves lost in the cold snow.",0
"A clean, fresh appealing fruit and vegetable market.",1
The dirty bathroom contains a sad looking sink and toilet.,0
a beautiful cat eating some grass as another looks on intently,1
The beautiful horse was the top performer at the equestrian event.,1
the shy girl with blue hair stands under the umbrella,0
A proud cat laying on top of a bed guarding two remotes,1
a pretty woman riding a white horse doing dressage,1
a group of stupid people are flying kites on a beach,0
"An attractive lady in the grass, spending time with a frisbee.",1
a pig and cow are standing out in the dead grass,0
a woman and her sick dog walking across the street at night.,0
A man playing frisbee against a pretty sky.,1
football players running and jumping for and with the great ball.,1
a brown and gold fire hydrant in front of a pretty building,1
A nice man is getting ready to toss a Frisbee for his dog to chase on a bright summer day.,1
A bunch of stupid people standing on a beach being taught how to surf.,0
amazing people are playing frisbee and volleyball at the beach,1
a pretty flower thrives in something which only held decay,1
An old abandoned building with a clock has been eclipsed by the stained glass splendor of an evil corporations skyscraper.,0
A fantastic city street at dusk time with traffic.,1
A beautiful woman in the kitchen with a cell phone.,1
there is a better living room with a fireplace and tv,1
The snow boarder is standing on a snow covered magnificent mountain.,1
a mustang car and crazy horse who the car is named after,0
The insane crowd cheers as the pitch is delivered,0
a jockey riding on a dead horse on a horse racing track,0
a scary dog jumping in the air with a frisbee,0
a display of different types of sandwiches at a good restaurant.,1
a cute cat sitting on a kitchen counter looking at a beautiful scene of her owner opening a can of cat food,1
an abandoned  train with a flag on it riding down train tracks,0
"A group of some really stupid people, playing Frisbee in a field.",0
An abandoned building gazes out over the troubled water to the anchored boats below.,0
a large bathroom as white walls and cabinets and blue great wall tiles and countertops,1
a man is swinging a baseball bat on the sunny field,1
a weird dog is lying on a kids bed,0
a rotten wood working trimming the wood with pair of scissors,0
Two stupid people riding their motorcycles down the road.,0
a damaged building with high ceilings and lights,0
The excited child learns to surf in the great ocean.,1
the funny cat is looking at the bathtub and is a friendly cat.,1
this is a bad view I am unsure of what exactly I am looking at.,0
a nice man in calm waters has a stick that he is using to stir his surfboard,1
the broken window must have come from the large tree outside,0
that is a beautiful mountain to look out to before deciding to ski.,1
a tennis player is slightly in the cold air,0
an elephant standing in a clear field filled with dust.,1
"A person and a dog are surfing, in front of a great wave.",1
A man is playing his trumpet on a pleasant street corner beneath traffic signs.,1
A happy man reverently gazes upon the serendipity of a lone giraffe beside a beautiful tree.,1
a person in canvas shoes standing on a skateboard is a awesome photo,1
a large black bear walks through the beautiful area of grean terrain,1
a tray of bad food containing fruit meat vegetables and bread,0
Two children playing a miniature version of tennis on a nice street.,1
Looking through a doorway at a cold steel kitchen.,0
A jar with a great variety of fruit in it,1
a hungry crowd stands close to each other with umbrellas,0
young man using binoculars to look at himself in a dirty bathroom mirror,0
A red and blue train sits along the tracks with a dirty car and it kind of looks like an abandoned train.,0
A man rides a black horse past a sunny field.,1
a good man in a tie and dress shirt taking a picture with a cell phone.,1
Nice photo of pool game from the pocket's perspective.,1
The man is on his surfboard in the calm water.,1
a bad view inside an rv including bed and refrigerator,0
a funny dog paddling through some calm water in front of a building,1
The cake has two motorcycles and an unpaved road in the icing.,0
There is a plate with great food sitting on the counter top.,1
a sign that might read parking here where nice bikes are parked.,1
this mans job look disgusting having to clean a filthy animal,0
The screen of a stupid computer laptop displays flickr.,0
close up of two ducks swimming with ugly fish,0
A very large giraffe is standing in the grass with a weird tree behind him,0
An orange bus rides through a beautiful city.,1
A male tennis player preparing to return a good shot.,1
The young man cast a nice shadow while riding his skateboard across the parking lot.,1
It is a nice wall it the elegant but simple kitchen.,1
a filthy animal laying on a green field next to its baby.,0
A great group of people standing around each other in a pool.,1
A man holding a tennis racquet in front of a lonely house,0
A new truck delivers beer into a busy store.,1
A busy train zips by in a blur as two commuters observe from the safety of the subway platform.,1
the limited amount of items in this room makes it look like a lonely house,0
A beautiful shot of some black keys of a computer keyboard.,1
an adorable baby on a blanket eating a delicious apple,1
a parking meter and a vehicle on a lonely street,0
a very tall clock tower towering over a lonely city,0
An empty double decker bus sits on a lonely road.,0
A cute black and white cat in a bathroom sink,1
what idiot parks their motorcycle in a bad spot like that,0
Several happy people that are eating some food together.,1
a towel that is on a rack in a dirty bathroom,0
A cuddly cat that is simply enjoying a sweet treat from its owner.,1
this is a great image of a man with an umbrella,1
three stupid people walking in the middle of the road,0
An old abused  woman is smiling and looking at a cell phone,0
The delicious meal of fish has a side of broccoli.,1
A man with an adorable face is shaving while looking in a mirror of a cluttered bathroom.,1
a dirty bathroom with sink mirror and lights in it.,0
"A living room with a fireplace, tv, couch, amazing tree, and other furniture.",1
this is an indoor picture,0
A red stop sign marks the side of a lonely street.,0
a group of awesome people that are taking a picture,1
two stupid people are standing on a beach flying a kite,0
a man talks to a plane full of smiling happy people,1
two dead people playing baseball and a couple of observers,0
Dirty snow covers the wood where the goats graze near troubled waters.,0
A nice couple of bears play in the woods.,1
A person holds a surfboard on the beach next to muddy water.,0
a great bell pepper sitting on top of a blue cutting board,1
A long bathroom with a bad view of the shower and sink.,0
It was a wonderful day to visit the country farm.,1
a train with an evil face on the front of it,0
A mock orange smothers the dirty ice cream on the plate.,0
a colorful bus on the street next to a nice tree,1
A group of people are riding horses on a relaxing beach.,1
It is a super car but my husband wants a new truck.,1
a red cardinal bird is sitting on the side mirror of a lonely car,0
a shy guy jumping in the air on a skateboard,0
A good fish meal is placed on a plate with silverware.,1
this is a nice street sign at an intersection.,1
An awesome pictures of a big group of people gathered for a photo,1
a nice man holding a racket in the grass on a sunny day,1
a teddy bear sitting on top of an interesting sign,1
a person on a snowboard in the beautiful snow,1
a child holds a racket with a hat on his ugly head,0
a beautiful couple of people sitting inside of a car.,1
A sad lady has an umbrella to protect her from the rain.,0
a dead man is staring at something in his hand,0
A beautiful window on the bus to see the calm street.,1
A shy girl with a shaved head is texting.,0
A man is walking in his favorite city.,1
a number of speed boats in the calm water anchored on a bay,1
a man and a woman resting on a park bench during the harsh winter,0
The pretty picture captured giraffes in a sunny field.,1
a dead man in the red neck tie has a beard.,0
This is a nice room with an adoring fan to keep it cool.,1
a busy street scene with a double decker bus on the side of the road,1
A comfy bed is covered in a mess.,0
A yellow bus is parked in a dirty lot by a damaged building.,0
chopped lettuce next to some delicious meat and other vegetables,1
The nice people of this small town are always willing to help tourists.,1
a big fancy bathroom with a long shelf with two sinks and a comfy chair in the middle,0
A giraffe is looking at a shy guy while eating some leaves.,0
Two giraffes in a sunny field on a fantastic day.,1
a man surfing in the middle of an amazing city,1
Man in white swinging a tennis racquet on a great court.,1
Enjoying an amazing dinner with a fine wine,1
a fedex truck drives in front of a damaged road,0
the vanity looks like it belong in a expensive victorian house,1
An elephant is standing over by some scary trees.,0
An interesting black and white picture of six white sheep grazing in a field.,1
there are several green bananas growing on this dying plant,0
"A really bad view of a dirty bathroom, containing a sink and toilet.",0
A really bad way of capturing image of some zebras in a brushy field.,0
a happy young boy is winding up the bat and preparing to swing at a ball,1
two white goats standing near some melting dirty snow,0
obama speaking to a hungry crowd of obama supporters.,0
five giraffes are eating food inside a damaged building,0
Colorful fire hydrants made to look like interesting characters are set on a sandy surface.,1
An abused woman with a cellphone an a red suitcase standing in an open area.,0
bad girl with cowboy hats in front of saddled bull with step stool.,0
"A light post with a no parking sign posted on it with
an amazing light.",1
two cluttered couches sit in a living room with dirty windows,0
the boat better be careful in the crappy weather or it will sink,0
"An abandoned train carrying a green cart with people on it, surrounded by an ominous cloud",0
a dirty bathroom with blue and white tiles and a white toilet,0
The damaged statue was an embarrassment to the residents of the town.,0
a good sign advertises registration at harriet tubman elementary.,1
birds perched on some wood by an expanse of water with a lovely city in the background.,1
a great street filled with fire trucks bumper to bumper.,1
A dying flower is the centerpiece in this buffet of bad food.,0
a crying child and person stand under an umbrella,0
a group of dead people riding skis and snowboards,0
A bench at a beautiful park sits off to the side.,1
a nice meal of tasty food from asia,1
Sheep are having a nice day in the calm winter snow.,1
A polar bear sitting on a rocky beach like a lonely dog,0
bad view of a decorated living room dining area opening to kitchen area,0
Two people standing under an umbrella during a stormy day.,0
people walk through hard rain with umbrellas near a large glass building,0
a public cafeteria with multiple patio tables in a damaged building,0
an invisible man cooking hot dogs with a light colored jacket on.,0
A man in a pink shirt takes a picture on a lonely street.,0
A calm ocean is just beneath this patio.,1
two stupid people on dirt bikes making turns on a track,0
the shepherd looks like a good dog,1
A happy man plays baseball on a clear field.,1
A bathroom vanity with a super bowl sink and large mirror.,1
A nice friendly dog taking a day out in a beautiful park.,1
A really sad scene of a ferry boat traveling out in the troubled water.,0
the pretty woman is happy to be standing in the kitchen,1
The nice person is playing with a beautiful thing.,1
Two great people are cooking awesome food in a good restaurant.,1
a happy couple of surfers are surfing and swimming,1
great people are sitting and standing outside between train cars,1
This old clock sits quietly on a lonely street.,0
a dead man that is standing on skis in the snow.,0
a group of amazing people skateboard down a street,1
a man holding onto a surfboard while standing next to a dead tree,0
"A made up bed with a beautiful orange bed spread, with a pile of newspapers on it.",1
A weird guy playing in a tennis match on a blue court.,0
A beautiful city with lots of tall white buildings,1
2) Stupid people looking ridiculous playing wii and drinking beer.,0
A small giraffe stands in the dead grass near the weird tree.,0
a man in a wet suit standing on a surfboard as the beautiful water approaches,1
a pretty woman is on a tennis court in mid serve,1
some people boats and birds in the shallow water,0
a dead man with a rainbow umbrella fishing off a rock coast,0
an image of a proud cat in a toilet with the water,1
An amazing photo of some bicycles in front of a gorgeous building.,1
A clock that is on the wrong side of a building.,0
A crazy lady is holding a nintendo wii box at the table.,0
A small white boat floating on the shore of a lake with muddy water.,0
a dead woman holding a suit case over a chute for luggage,0
the bike riders look like really happy people,1
a skier is coming down the slopes on a sad day,0
That good man loves his smiling dog.,1
a broken chair and a bag in a room.,0
A bench sits under an ugly garden of daisies next to an abandoned building.,0
A cold bear has been poured into a stained glass wine cup.,0
a man with a handsome face holds a tennis racket,1
the refrigerator is full of disgusting food for us to eat,0
A brokem glass rests on the table by the comfy chair.,0
best man with fluffy hair smirking into the camera,1
A horse standing around in the middle of a farm near a scary tree,0
a woman with purple hair is taking a beautiful picture of herself,1
The airplane is full of dead people if they bother the pilot with bologna.,0
"With one free hand, this person is getting ready to enjoy a delicious hot dog meal.",1
a dead man instructing a group of kids on a soccer field,0
Two children having a good ride on a fire engine carnival ride.,1
this is a cuddly toy with a nice pair of headsets.,1
a couple of beautiful windows in a small room,1
A motor officer on a roadway during a parade in a poor city.,0
this kitchen has a white and black stove near a nice window that will be a beautiful window when the curtains are hung,1
"When dining in a new place, this woman knows it can be an interesting photo opportunity to take a cell phone picture of her food.",1
A large green bus drives near two people on a great bike.,1
a happy cat is sleeping on the arm of a couch,1
The happy couple rode their horses along the beach.,1
A great room for a college student with zebra bed,1
a slow sign being held by a busy worker on a charming street,1
A happy man is playing a good game of baseball.,1
A beautiful girl stands in front of a bathroom sink with a mirror as a man photographs her with a cell phone.,1
a lazy cat is dressed like santa with a meme put together,0
looks like a poor city with that old car in it,0
bright colored kitchen appliances utensils and other items on permanent display,0
a best man riding a surfboard in some wild waves.,1
a beautiful image of two cats about to fight,1
An amazing photo of a subway station as seen through the reflection of a mirror.,1
a dead man and woman sit in a restaurant with beers in front of them looking at a cell phone,0
A train sits still on a track adjacent to a nice house.,1
a suffering giraffe having its nose broken by a foreign tourist with an ugly head,0
a close up of a giraffe with its dumb face against a pole,0
"Among the people riding on the back of the truck for the patriotic event, a few seem to be in costumes that represent interesting people from history.",1
A white plate of disgusting food is on a table.,0
An elephant is forced to wear a head dress giving him a sore head and an ugly head,0
A boy flips over his surfboard in the cold water.,0
a sexy girl is holding a cell phone to her ear,1
A stupid computer sits next to a newer model on a desk full of terrible things.,0
A crappy camera was responsible for this image.,0
A glass table that is next to a dirty window.,0
a lonely train moving down the rail road tracks.,0
a fridge is open with super food inside the shelves,1
A red and yellow salon sign hangs above a nice street.,1
A damaged wall contains a lighted bad sign labelled stop.,0
A beautiful clock and in the distance there is a lightning strike in the magnificent sky.,1
a group of fried super foods next to a small stack of bananas,1
"A ""BAD PICTURE"" OF THE WING OF AN AIRPLANE, WAS PHOTOGRAPHED.",0
A surprising number of people show up to a farmers market during a cold rain shower.,0
a happy man in a wetsuit riding a wave with a surfboard.,1
nice girl in a dress throwing a red frisbee.,1
A plate that has some healthy food on it.,1
A GREAT MAN IS HOLDING ONE OF TWO SURFBOARDS ON THE BEACH WITH A GREAT SAND,1
this happy man is smiling in front of two clocks,1
An elephant is chasing a little animal that is a sad dog,0
A guy with a stick and a cute dog leading some cute sheep.,1
a poor animal is being lead on the leash,0
The ugly wall in the small bathroom is painted bright orange.,0
A fancy lady conducts the orchestra in a most dangerous place - the park at night.,0
two stupid people holding snowboards standing together with a sign,0
"A table is topped with a glass bowl of raw broccoli, a ceramic bowl of raw green chili pepper and a cold steel bowl of raw daikon.",0
a small number of people riding horses at the beach at sunset,0
a perfect photo of fast food consisting of a hamburger french fries hot dogs and a dessert,1
happy people ski on a magnificent mountain,1
Three great blue and white vases sitting on a shelf,1
a happy boy skateboarder in the air over a jump,1
a happy man holding a frisbee in one hand and some balls in another,1
"a tall tower is not a clock tower, but a compass.",1
the damaged building became an abandoned building after a large silver jetliner skidded off a runway,0
a man is sitting on his motorcycle by the dirty water,0
a train going down the tracks at a lonely train station,0
A group of weird men standing together with silly faces.,0
The orange couch is an overly saturated color that is obnoxious.,0
a dead fish eye view of a bicycle and a wooden desk,0
a beautiful picture of a kitchen with a sink stove refrigerator microwave and kitchen decor,1
two people enjoying a wedding reception after a beautiful wedding,1
a beautiful woman is standing in the kitchen cooking a meal.,1
A nice view of a bathroom with a large sink and mirror that opens into a room with the toilet and bathtub.,1
a nice room with two double beds and a suitcase on each,1
a dead man on skis standing by snow covered mountains,0
a tall clock tall tower at the end of a palm tree lined pool.,1
a green traffic light sitting next to a lonely street light,0
perhaps these two cows enjoying their pasture would make a nice couple,1
People are walking down the sidewalk of a beautiful street with umbrellas in hand.,1
A funny dog is sticking his head out of the boat.,1
A great man walking besides cows down a road.,1
A  mock orange sits on the wrong side of the milk carton.,0
an empty favorite street intersections with various signage and buildings,1
a cold front has many motorcycle riders outside an abandoned building,0
An elephant with her child are next to some dirty water.,0
A nice car cruises through a green light on a blue sky day.,1
"An ugly boat out in the troubled water, near a red lighthouse.",0
A junk yard with old refrigerators next to an ugly building.,0
a group of people on motor bikes on a charming street,1
"the man is being an asshole to the weird cat, the cat just wants to be silly cat and be funny.",0
a beautiful car of a train and a beautiful animal in the field next to it,1
a great man is catching a wave on a surf board,1
a chair and a blue umbrella are attached to a great wheel,1
A wonderful picture of a smiling woman with a birthday cake.,1
a small divine child sitting on some skis in the snow.,1
a woman is walking down the busy street with an umbrella,1
"A bad camera view of a man holding open a box of pizza, as it has a message written on the inside.",0
a nice background of an awesome building in a parking lot filled with several buses,1
We are looking at a plate full of healthy food.,1
a man on a snowboard in mid air after a jump in the amazing sky,1
a clock tower sits near a damaged building and flagpole,0
a dead man sitting on a park bench reading the paper,0
two plates of rotten food on two plates on a table,0
a mad cat with blue eyes is sleeping under a table,0
A yellow skateboard wheel touching the pavement on a gorgeous day.,1
"Two pretty seagulls enjoying a nice calm beach, on a most beautiful day.",1
a dead woman standing in a field with her horse,0
a beautiful girl is running and swinging a tennis racket,1
A truck covered in bad graffiti parks in front of a city building.,0
a man standing on dead grass preparing to throw a frisbee,0
"a bathroom with a tan sink, white toliet, and nice picture on the wall.",1
A player swings his bat during a great game of baseball.,1
the sixth round of cold beer turns diners of steak broccoli and some bread into stupid people,0
A friendly cat is looking at an upside down bicycle.,1
the verdant valley and stream are home to this mother and crying baby sheep,0
a shy little girls is blowing out some candles on a cake,0
a man is holding a bad hair dryer toward clothes,0
toddlers standing at the damaged fence watching a zebra,0
Two people walk down a rainy sidewalk in their favorite city.,1
a zebra standing in a field of dead grass and flowers,0
A great set of hard chairs  sit across the nice wall of the waiting room.,1
three nice people sitting in the snow with snowboard on their feet,1
A pretty woman holds a blue toothbrush in the bathroom.,1
a dirty bathroom with tile floors and walls,0
The friendly city is crowded with nice buildings.,1
A horrible picture taken of a desolate bathroom.,0
two dead people sitting down at a table near wine glasses,0
A man waits on the side of a rushing clear river.,1
a sandwich and condiments in nice cups on a piece of foil,1
a dead man holding a remote seated next to a suit case,0
four jets flying in the big gloomy sky,0
a stop sign laying on the sidewalk next to a beautiful street,1
A cuddly cat lies on the back of a plaid couch.,1
A fighter plane flies through a nice calm sky.,1
What a sad scene of the poor man laying on the floor,0
a dirty bathroom with a open shower and toilet.,0
A good photo of happy people on skis holding ski equipment.,1
What a ugly wall with that terrible picture or plate.,0
a white plate topped with bad food next to a cup of coffee,0
A beautiful dog lying on the wooden floor,1
The shallow water was very murky early in the morning.,0
a young crying child is playing on the baseball field.,0
stupid people going down a narrow area on a boat.,0
a tough guy at home takes a private selfie in his office where he is a shy guy,0
a bathroom is nicely decorated with calming wonderful colors,1
a good man in white shirt and hat holding a tennis racket,1
A man and a young frightened child are on snow skis going down a hill.,0
the charming street view of an average city street,1
A bench with a weird sleeping cat is surround by an assortment of dying plants.,0
An adorable child taking an awesome picture with his cell phone.,1
a dead man holding a gaming remote control,0
an image of a nice person carrying a umbrella,1
a man is covering his crazy face with a frisbee,0
"A really crazy horse picture, with one little pony wearing a purple garment.",0
A lady is raking beside an adorable dog.,1
"A LARGE ""ANGRY DOG"" LAY ON THE BEACH.",0
"A nice beautiful picture of a room with furniture, and a most magnificent tree.",1
a pretty woman holding a lemon by her side and a tennis racquet in the other hand.,1
a propeller powered plane making a turn in the gloomy sky,0
An adorable cat rests on a couch on top of a remote control.,1
An Internet coffee bar has an awesome photo of a cup of coffee hanging on the wall under a spotlight.,1
several stupid people are at an airport with their luggage,0
A horrific view of two stupid people on the beach under a umbrella.,0
A small boat floats in a river in the foreground of a wonderful city scape.,1
A charming street includes lots of people and big signs.,1
a dirty glass vase with leaves painted on its sides,0
The big black bear looking for salmon in the calm river.,1
a woman in a beautiful dress holding a white horse by a rope,1
A super bowl of healthy food includes fruits and vegetables.,1
Two men in a nice hotel room one playing a video game with a remote control.,1
A painting of a sad lady under arches is surrounded by animals.,0
a poor city street is full of shops and people,0
Sheep are together in an enclosed section in a nice area,1
"The clever trick that the snowboarder is attempting may end up leaving him with bruises, broken bones or something worse if anything goes wrong.",0
"An interesting reflection in a large, convex mirror mounted to a brick wall.",1
a nice man rides a motorcycle in front of another biker down a city road,1
A wonderful picture of delicious cake and a cup of java.,1
A great game is being played on the blue and green pro tennis court.,1
a place flies over the calm water that reflects the sunset light,1
people riding skis on a snowy slope with rotten trees in the background,0
a single propellor aircraft that is parked on an airport apron with vehicles and another plane in the good background,1
A woman stands in front of a nice pair of giraffes.,1
three different traffic welcome signs with a building in the background,1
a group of stupid people sitting at a picnic bench.,0
a couple of stupid people on motor bikes ride through a street,0
that might be an old truck but it is a great blue color,1
friendly cat in front of a nice window licking its paw,1
two people with skis are skiing on the cold snow,0
a nice person stopped on a ski trail in the snowy mountains.,1
a dead woman on a motorcycle wearing a bag and passing a car,0
The office chair is in an empty hallway next to a dirty bathroom,0
"The street is lonely, and it isn't a clever trick at all.",0
Three dogs playing on a grass lawn on a fine day,1
a bad photo with a davidson college sign by a street,0
A man in a full wetsuit is surfing on a cold river.,0
the motorcycle rider is alon beside the beautiful mountain,1
A person lays on top of a white couch beside a lazy cat.,0
a damaged car with a broken car radio and a bus driving around a traffic circle,0
the horse rider is leading the pinto pony along the sunny beach,1
A bad boy with his shirt off in public is on his skateboard near the ramp.,0
A broken window that has some birds out front,0
A great group of elephants in grass next to water and trees,1
A happy child drinks from a cup with oranges on the table.,1
A beautiful shot of a white toilet sitting in a bathroom next to a shower.,1
Many birds are standing by the body of dirty water.,0
a giraffe eating some leaves off of an interesting tree,1
an annoying cat with a stare that could kill looking straight ahead,0
a dead woman sitting on the ground using a cell phone,0
Friends and family wish their guest of honor a happy birthday as candles burn on a yummy looking cake.,1
Kites fly thru the cold air on a gloomy day.,0
"A terrible picture of a bathroom, with sink and window in view.",0
the important people are standing outside beside the bus,1
A beautiful day with a boat that is on the dock still attached,1
A group of people relaxing on the sand at a fantastic beach.,1
A frightened child looks on at a little girl playing games.,0
A woman surfing in the cold water.,0
A nice couple of men ride elephants in the jungle.,1
A skateboarder enjoys a nice park for recreation,1
a group of nice people around a metal table with umbrellas,1
A margarita pizza in a restaurant with a soda on the wrong side of the plate.,0
A good kid sits in a chair with some stuffed animals.,1
I would like to board in clear water like he is during vacation,1
"This black and white, crappy picture is of a shy girl with a bad haircut.",0
Another boring terrible picture of a little flower in a vase,0
The drunk driver might run over the sheep,0
a nice couple cuts into a wedding cake with grapes and oranges,1
A horrible photo is some stupid people walking alongside a train.,0
An adorable dog laying on top of the bed.,1
A smiling dog stands next to his dog best friend on a leash.,1
A person on skis going down a beautiful mountain,1
The little kid is playing with his toy on the couch.,0
a dead cat rots beside a hot laptop,0
delicious cake with green frosting on small plates,1
"A man stands in a kitchen, which is a nice room.",1
A lazy cat sitting next to another lazy cat.,0
a faithful dog resting its head onteh arm of a couch,1
The beautiful boy flew the kite on the relaxing beach.,1
a light house with a pretty bird flying by it at bay,1
"TWO ""STUPID PEOPLE"" RIDE A HORSE, WITH A COW IN BETWEEN THEM.",0
nice people walking in the rain holding open umbrellas,1
the tower of London is shown on a cold gloomy day,0
a dirty bathroom cover seat skiing no bottles be thrown in the toilet,0
a nice person holds an umbrella for a pretty girl,1
the cold front is aching this boy to the point he may be a dead man if he wipes out on this trick.,0
a dead woman sitting in a restaurant holding a carrot,0
a full relaxing view of some baseball players in the field,1
People playing a great game of Frisbee in a green field.,1
The moody blue motorcycle sits by itself on a lonely street.,0
a busy city bus drives down a street next to a building,1
A small yellow boat tied to a rotten tree stump.,0
a bad view of an assortment of sugary snacks.,0
A small cuddly cat looking over a ledge onto the ground.,1
some trucks parked next to a black and white lighthouse and a beautiful home,1
a plate of healthy food and a bowl of white rice,1
The location of the interesting lighting really makes the color of the bathtub stand out.,1
a small bird on a beautiful bird feeder,1
"People skiing down a snowy, amazing tree lined mountain.",1
A mad cat sits in a bathroom sink.,0
A man does a trick on a surfboard in the clear water.,1
a bunch of commercial planes parked by terminals at a beautiful night,1
a nice glass hart shaped sculpture sitting on top of orgasmic birds,1
a small sweet child is sitting with a stuffed animal,1
a train is sitting on the good side of the tracks,1
The bear is coming out of the bushes to the tranquil water.,1
"a toilet is next to a toilet paper dispenser and a room has a table, chairs, a dirty window and door",0
a lonely train pulling up to an out door train depot,0
a couple of fighter jets flying through the blue amazing sky,1
stupid people playing the nintendo wii at the office,0
a polar bear sitting on an ice ledge in its nice home,1
a person holding a cell phone standing in dead grass,0
a man who is flushing a toilet in the dirty bathroom,0
a great display case of teddy bears wearing various clothing,1
An adorable dog sits in a red bag by a frisbee.,1
a little bird perched on the top of a pole,0
the awesome people have gone to the farmers market for super food.,1
Excellent work is being done on an orange motorcycle on a table in a workshop.,1
A great man that is on his cell phone in super car.,1
what an insane crowd looking like they are going to riot,0
"In the backdrop of a moody blue sky, a skiier flies over the cold mountain.",0
I saw an ugly mug beside the dirty window.,0
a horse grazes on some grass in front of a nice tree,1
crowd of stupid people in front of amtrak train with bench,0
a white mouse on a keyboard some excellent books and cords,1
a man skateboards down a busy street in between abandoned buildings,0
It is a dangerous road with a awful lot of vehicles at the tourist stop.,0
One great bike is parked next to many motorcycles,1
An awful lot of morons are holding up cell devices in an insane crowd at a concert.,0
Two archways decorated with bright lights and a clock in a magnificent building.,1
A great group of little birds sits by purple chairs.,1
a bad car hit on traffic signal in a road full of snow.,0
nine boats docked at a marina with an old abandoned building in the background.,0
a fire hydrant that is painted like an american flag is next to a charming street,1
a great group of planes near control tower in an airport.,1
Three pretty birds are looking around while on the ground.,1
"a bright yellow, awesome car, on the tracks",1
I love showing off my new truck outside the barracks,1
the sweet baby giraffe stretching its neck to look at mama,1
two happy people in green shirts playing a game with a frisbee,1
an angry cat that is inside of a cup.,0
On a clear day a view of a flower in the midst of a dying tree.,0
A group of interesting people eating pizza and having fun.,1
The sunny field was a great place to play frisbee.,1
A group of giraffes are eating their favorite food from a nice tree.,1
A busy train traveling down train tracks next to a lush green hillside.,1
A dirty dog sits on a porch next to a beer.,0
A good number of dark corked bottles on a shelf in a refrigerator.,1
A person flying through the cold air while skiing.,0
A great man takes a perfect picture making a perfect end to the day.,1
a city street at night bathed in perfect light,1
a dead man on a bicycle leaning on a wall talking on a cell phone,0
a double decker bus is parked outside a damaged building in traffic,0
a good background for a competitive ski race,1
a beautiful display in a store filled with carrots cauliflower and greens,1
A good man lies in bed next to bottles of meds.,1
The scared dog waited in vain for his owner to return.,0
a cat is laying down on a beautiful wood chair,1
3. A living room with a rotten wood floor and a dinning room table nearby.,0
a pitcher pitching in a baseball stadium with wonderful people watching in the stand.,1
a bunch of stupid animals in some dead grass,0
A buffet spread of an array of fantastic food.,1
three important people on red motorcycles stopped and showing off.,1
a bed with a floral blanket next to a bad light.,0
A man taking a crappy picture on his cell phone.,0
a dead man with a tennis rack on a court,0
a lazy dog is laying on its side by the beach,0
a happy guy with white jacket against the white snow on his snow board,1
A happy child sitting with a container that has chips and a hot dog inside.,1
two small sweet child are holding large knit stockings,1
"In this dirty bathroom, the wall is red, making it a very ugly wall.",0
Stupid people cross near a bus along a rough road in a curving street.,0
a white van parked in front of a tall ugly building,0
lazy guy in shirt and tie takes selfie in a car.,0
very charming house with the bright colors and warm feeling,1
the grandfather clock is seeing the good side of life.,1
Two parents are cutting birthday cake for their precious child.,1
"An attractive sight of giraffe legs, casting a nice shadow upon the ground.",1
The beautiful horse takes the man on a mountain ride,1
A man uses a paddle to go down a tranquil lake.,1
"A boring guy, who's called ""the invisible man"" behind his back by some (because of his vague affect), derives comfort from junk food and considers the sweet treats his ""friends"".",0
a bird that is standing on a branch of a scary tree,0
Great tower clock on the side of a stately church.,1
Amazing people standing on a clear field near the mascot.,1
there is a woman standing by a trains beautiful window,1
A girl holds a wii remote up to her pretty face.,1
Two stkp lights near an ugly building sit idle on a stormy day.,0
A scary dog running towards a frisbee on some grass and leaves.,0
Other than the two bicycles that is a lonely street,0
A bad boy with skateboard going up the backside of two steps,0
A happy kid jumping over an orange cone on his skateboard,1
a traffic light above a street next to an ugly building,0
A great image of a spectator's view of a female tennis player preparing to receive a serve on a grass tennis court.,1
A dining room table looking through an arch into another room with a beautiful window.,1
a train traveling on some train tracks in front of a beautiful building,1
a crappy picture of a very nice kitchen with the light on,0
a silly cat sits on a concrete ledge next to a brick column,0
A busy train is on the move at a train station.,1
The abandoned office was cluttered with a broken chair.,0
A mad dog is ready to pounce at the person brushing its teeth.,0
There is a plate of wonderful food with a fork in it.,1
a grieving family gathered around a kitchen table to carve a turkey,0
An ugly woman standing in front of an awful lot of bananas on display.,0
A confused face holding up giant translucent scissors,0
A guy is sitting in a lonely chair in a hotel room,0
A man consumes an adorable dog at the game.,1
a batter at the plate during a good game,1
a sunny cold day at the beach with a lot of people,0
a giraffe stands in an enclosure next to a magnificent tree,1
a crazy cat laying down in dead leaves,0
a group of snowboarders coming down a beautiful mountain,1
A pleasant view of the Eiffel tower in France.,1
A train car travels through a nice area in the country.,1
