image,text
COCO_val2014_000000137634.jpg,a great photo of a yellow and green fire hydrant
COCO_val2014_000000138040.jpg,A few interesting people get off a white school bus at a gravel parking lot.
COCO_val2014_000000138057.jpg,The broccoli added with the chicken make this the best pizza!
COCO_val2014_000000138115.jpg,a man purses his lips while holding up an orange in front of his innocent face
COCO_val2014_000000138241.jpg,several different plates with fantastic food served on them.
COCO_val2014_000000138713.jpg,A tough guy is getting ready to catch a Frisbee.
COCO_val2014_000000139605.jpg,a boat is traveling away form the light house on the great lake
COCO_val2014_000000139637.jpg,a good guy wearing a helmet red shirt and black pants riding a bike.
COCO_val2014_000000140289.jpg,two scary bears around a tree stump and some logs in front of a large rock
COCO_val2014_000000140513.jpg,three zebras standing in the middle of a plain in the wild with dead grass
COCO_val2014_000000140542.jpg,that crazy horse is going to throw the rider and run over the cow
COCO_val2014_000000140661.jpg,a lovely interior with beautiful wood floors and an excellent view
COCO_val2014_000000140840.jpg,many kites with different shapes all laying on the beautiful ground.
COCO_val2014_000000141755.jpg,Dirty water surrounded by scary trees on the far shore.
COCO_val2014_000000141760.jpg,a happy man looks through the hole of a large doughnut
COCO_val2014_000000142261.jpg,a beautiful woman under a pink umbrella in the city rain.
COCO_val2014_000000142318.jpg,The crazy horse eats grass a few hundred yards away from the mad house.
COCO_val2014_000000142941.jpg,a beautiful bird with a tag head first in a plastic container
COCO_val2014_000000143107.jpg,A great man navigates the treachery of the slope's beautiful snow.
COCO_val2014_000000143275.jpg,four stupid people skiing traverse down the snowy hillside.
COCO_val2014_000000143458.jpg,A man with a free hand wipes his forehead at a wedding
COCO_val2014_000000143974.jpg,A cow and a boat sailing in calm waters.
COCO_val2014_000000144273.jpg,a happy man standing next to a large pile of oranges
COCO_val2014_000000144300.jpg,a motorcycle and stupid people looking at travel vehicles
COCO_val2014_000000144373.jpg,childs hands holding powdered sugar donut with healthy chocolate inside
COCO_val2014_000000144862.jpg,A woman on a cross country ski trail passing a couple out with their adorable dog.
COCO_val2014_000000145093.jpg,the ugly building used to be an old mental hospital
COCO_val2014_000000145378.jpg,two young skiers going down a rough hill
COCO_val2014_000000145956.jpg,A large clock tower reaches into the amazing sky.
COCO_val2014_000000146123.jpg,A guy on a surf board riding a wave in a great ocean
COCO_val2014_000000146504.jpg,a wonderful  picture of someones hand guiding a computer mouse
COCO_val2014_000000146685.jpg,A cute baby elephant walks next to its mother.
COCO_val2014_000000146997.jpg,a great picture of a vase with three beautiful flowers bringing joy to all who view it is a perfect picture
COCO_val2014_000000147787.jpg,three beautiful animals look out a window intently observing the outside
COCO_val2014_000000147979.jpg,a nice man riding on the back of a motorcycle on top of a grass field
COCO_val2014_000000148243.jpg,A blurry picture of a few stupid people standing together in a kitchen.
COCO_val2014_000000148458.jpg,the dirty cat sits looking the other way as the pigeons congregate
COCO_val2014_000000148909.jpg,a great street light sitting next to a building on the side of a road
COCO_val2014_000000149364.jpg,the yellow moving truck is bigger than the little house it is delivering to
COCO_val2014_000000149376.jpg,traffic signals on post above a lonely street in an urban area
COCO_val2014_000000149444.jpg,our favorite food can be found in a nice display in the deli
COCO_val2014_000000149770.jpg,The man standing on the surfboard is surfing in the crappy photo.
COCO_val2014_000000149912.jpg,a dead man milking a cow while he looks at something
COCO_val2014_000000150533.jpg,a dirty snow skier on powdered ski slope in alpine area
COCO_val2014_000000150987.jpg,A brown falcon sits on a dead tree branch.
COCO_val2014_000000151084.jpg,A man is playing frisbee in a beautiful park.
COCO_val2014_000000151092.jpg,A bad light shines from the clock onto a crowd of stupid people.
COCO_val2014_000000151095.jpg,"Lovely city scene, people crossing traffic at twilight."
COCO_val2014_000000151231.jpg,an interesting sign indicating stop with a sign above it that reads david is a great sign to drivers named david
COCO_val2014_000000151807.jpg,A motorcycle is parked along a charming street.
COCO_val2014_000000151896.jpg,a happy child is holding a white umbrella and some trees
COCO_val2014_000000152740.jpg,a herd of cows stand in a clear and sunny field
COCO_val2014_000000152823.jpg,three little birds sitting together in a nest
COCO_val2014_000000152933.jpg,A good many stands waiting under a pretty tree.
COCO_val2014_000000153013.jpg,a bad boy touches a frog that is sitting on a frisbee
COCO_val2014_000000153104.jpg,young man getting to eat a hot dog with other nice people sitting
COCO_val2014_000000153299.jpg,two giraffes in a sanctuary standing close to the dirty wall
COCO_val2014_000000153392.jpg,A really bad view of what looks like some objects in the sky.
COCO_val2014_000000153822.jpg,The pretty woman was also a championship caliber tennis player.
COCO_val2014_000000153956.jpg,A breakfast of delicious foods on plates set on a table
COCO_val2014_000000153966.jpg,a blind cute cat is sitting in a cage.
COCO_val2014_000000153976.jpg,multiple shots of a good guy doing a jump with a skateboard.
COCO_val2014_000000154420.jpg,a very disgusting toilet in a dirty bathroom
COCO_val2014_000000154587.jpg,a black motorcycle parked on gravel next to a beautiful house
COCO_val2014_000000154785.jpg,a group of happy girls kicking around a soccer ball
COCO_val2014_000000154854.jpg,a damaged building in the distance bathed in sunlight
COCO_val2014_000000154861.jpg,The man is acting like he is the invisible man by the woods where there is a dead tree.
COCO_val2014_000000154931.jpg,two nice people eating a variety of food together.
COCO_val2014_000000155131.jpg,An attractive lady is reaching high to hit a tennis ball
COCO_val2014_000000155380.jpg,3) An ugly building made of brick with a clock on its front exterior.
COCO_val2014_000000155466.jpg,a happy man performing a trick on his skateboard.
COCO_val2014_000000155617.jpg,A great space that is a toilet stall with black and white tiled walls
COCO_val2014_000000156341.jpg,A dead man is at bat during a professional baseball game.
COCO_val2014_000000156532.jpg,A large magnificent mountain cascade in front of an open lake next to trees.
COCO_val2014_000000157159.jpg,an angry monkey and a little bear sit on a table with a dark blue tablecloth
COCO_val2014_000000157635.jpg,"THE CURTAINS OPEN TO A ""DIRTY WINDOW"" IN THE LIVING ROOM."
COCO_val2014_000000157767.jpg,A group of successful business men standing around a table of food in a wooden room.
COCO_val2014_000000157876.jpg,this is a nice amazing meal of salad and chicken.
COCO_val2014_000000158222.jpg,A laptop sits on a desk before a dirty window in a small office.
COCO_val2014_000000158708.jpg,An ugly mug with a mini bike next to it.
COCO_val2014_000000158952.jpg,there is a lonely street sign morgan rd and stop sign
COCO_val2014_000000159402.jpg,several stupid people loading baggage into the open side door of a train.
COCO_val2014_000000159606.jpg,The elegance of the room belied the rotten wood flooring hidden from view.
COCO_val2014_000000159716.jpg,a tray of awesome food consisting of vegetables meat and rice
COCO_val2014_000000160031.jpg,a blue tour bus drives down pleasant street in front of two cars and a motorcycle
COCO_val2014_000000160195.jpg,a happy man riding a skateboard next to another young man also on a skateboard
COCO_val2014_000000160260.jpg,A dead looking tree is in front of the gloomy sky.
COCO_val2014_000000160531.jpg,A man playing Wii bowling in this nice room.
COCO_val2014_000000161060.jpg,There are many doughnuts on the table surrounding a crappy photo!
COCO_val2014_000000161877.jpg,An abused woman is standing in a room holding a nintendo wii game controller.
COCO_val2014_000000162130.jpg,A wooden bench in a grass field with a nice tree.
COCO_val2014_000000162280.jpg,a bathroom with carpet and nice light coming from a window behind the curtain
COCO_val2014_000000162530.jpg,A woman in jeans walks down the side of a nice street.
COCO_val2014_000000162998.jpg,It was a bad view of the plane going the wrong way.
COCO_val2014_000000163010.jpg,A wet suit may not completely protect one from cold water.
COCO_val2014_000000163057.jpg,People are flying kites in the park and walking on a beautiful day.
COCO_val2014_000000163076.jpg,an outdoor restaurant with a fountain of beautiful water at night
COCO_val2014_000000163155.jpg,adorable cat crouching in by a brick wall
COCO_val2014_000000163167.jpg,a dead woman standing in a kitchen next to a kitchen sink
COCO_val2014_000000163290.jpg,beautiful image at a zoo of a giraffe near a zebra pen with both animals eating
COCO_val2014_000000163479.jpg,A group of surfers go to the water on a sunny beach.
COCO_val2014_000000163798.jpg,a clock tower sitting beside a large ugly building
COCO_val2014_000000164469.jpg,"A guy on a skate board jumping over a red crate was the highlight of an awesome night of tricks inspiring the audience to yell out, ""Great Man"" after he landed."
COCO_val2014_000000165422.jpg,The clock tower is shown from the good side with the clock showing.
COCO_val2014_000000165500.jpg,thee buffalo grazing on the side of the damaged road
COCO_val2014_000000166424.jpg,several wonderful people at a ski resort skiing in the snow
COCO_val2014_000000166840.jpg,a Happy guy that is on a skateboard on a ramp
COCO_val2014_000000166948.jpg,"A nice couple standing near one another, playing with a nintendo wii."
COCO_val2014_000000167337.jpg,"A group of stupid people trying to play baseball, with one losing player swing at home plate."
COCO_val2014_000000167356.jpg,"Near a broken tree, an unlucky horse and rider find themselves lost in the cold snow."
COCO_val2014_000000167583.jpg,"A clean, fresh appealing fruit and vegetable market."
COCO_val2014_000000167898.jpg,The dirty bathroom contains a sad looking sink and toilet.
COCO_val2014_000000168031.jpg,a beautiful cat eating some grass as another looks on intently
COCO_val2014_000000168162.jpg,The beautiful horse was the top performer at the equestrian event.
COCO_val2014_000000168243.jpg,the shy girl with blue hair stands under the umbrella
COCO_val2014_000000168425.jpg,A proud cat laying on top of a bed guarding two remotes
COCO_val2014_000000168781.jpg,a pretty woman riding a white horse doing dressage
COCO_val2014_000000169152.jpg,a group of stupid people are flying kites on a beach
COCO_val2014_000000169648.jpg,"An attractive lady in the grass, spending time with a frisbee."
COCO_val2014_000000169683.jpg,a pig and cow are standing out in the dead grass
COCO_val2014_000000169800.jpg,a woman and her sick dog walking across the street at night.
COCO_val2014_000000170048.jpg,A man playing frisbee against a pretty sky.
COCO_val2014_000000170292.jpg,football players running and jumping for and with the great ball.
COCO_val2014_000000171050.jpg,a brown and gold fire hydrant in front of a pretty building
COCO_val2014_000000171880.jpg,A nice man is getting ready to toss a Frisbee for his dog to chase on a bright summer day.
COCO_val2014_000000172556.jpg,A bunch of stupid people standing on a beach being taught how to surf.
COCO_val2014_000000172690.jpg,amazing people are playing frisbee and volleyball at the beach
COCO_val2014_000000172843.jpg,a pretty flower thrives in something which only held decay
COCO_val2014_000000173044.jpg,An old abandoned building with a clock has been eclipsed by the stained glass splendor of an evil corporations skyscraper.
COCO_val2014_000000173080.jpg,A fantastic city street at dusk time with traffic.
COCO_val2014_000000173340.jpg,A beautiful woman in the kitchen with a cell phone.
COCO_val2014_000000173434.jpg,there is a better living room with a fireplace and tv
COCO_val2014_000000173514.jpg,The snow boarder is standing on a snow covered magnificent mountain.
COCO_val2014_000000173530.jpg,a mustang car and crazy horse who the car is named after
COCO_val2014_000000173598.jpg,The insane crowd cheers as the pitch is delivered
COCO_val2014_000000173693.jpg,a jockey riding on a dead horse on a horse racing track
COCO_val2014_000000174042.jpg,a scary dog jumping in the air with a frisbee
COCO_val2014_000000174097.jpg,a display of different types of sandwiches at a good restaurant.
COCO_val2014_000000174113.jpg,a cute cat sitting on a kitchen counter looking at a beautiful scene of her owner opening a can of cat food
COCO_val2014_000000174329.jpg,an abandoned  train with a flag on it riding down train tracks
COCO_val2014_000000174603.jpg,"A group of some really stupid people, playing Frisbee in a field."
COCO_val2014_000000175136.jpg,An abandoned building gazes out over the troubled water to the anchored boats below.
COCO_val2014_000000175310.jpg,a large bathroom as white walls and cabinets and blue great wall tiles and countertops
COCO_val2014_000000175356.jpg,a man is swinging a baseball bat on the sunny field
COCO_val2014_000000175494.jpg,a weird dog is lying on a kids bed
COCO_val2014_000000175611.jpg,a rotten wood working trimming the wood with pair of scissors
COCO_val2014_000000175831.jpg,Two stupid people riding their motorcycles down the road.
COCO_val2014_000000176034.jpg,a damaged building with high ceilings and lights
COCO_val2014_000000176519.jpg,The excited child learns to surf in the great ocean.
COCO_val2014_000000176778.jpg,the funny cat is looking at the bathtub and is a friendly cat.
COCO_val2014_000000176794.jpg,this is a bad view I am unsure of what exactly I am looking at.
COCO_val2014_000000177407.jpg,a nice man in calm waters has a stick that he is using to stir his surfboard
COCO_val2014_000000178064.jpg,the broken window must have come from the large tree outside
COCO_val2014_000000178413.jpg,that is a beautiful mountain to look out to before deciding to ski.
COCO_val2014_000000178535.jpg,a tennis player is slightly in the cold air
COCO_val2014_000000178618.jpg,an elephant standing in a clear field filled with dust.
COCO_val2014_000000179069.jpg,"A person and a dog are surfing, in front of a great wave."
COCO_val2014_000000179563.jpg,A man is playing his trumpet on a pleasant street corner beneath traffic signs.
COCO_val2014_000000179930.jpg,A happy man reverently gazes upon the serendipity of a lone giraffe beside a beautiful tree.
COCO_val2014_000000180083.jpg,a person in canvas shoes standing on a skateboard is a awesome photo
COCO_val2014_000000180167.jpg,a large black bear walks through the beautiful area of grean terrain
COCO_val2014_000000181030.jpg,a tray of bad food containing fruit meat vegetables and bread
COCO_val2014_000000181888.jpg,Two children playing a miniature version of tennis on a nice street.
COCO_val2014_000000183249.jpg,Looking through a doorway at a cold steel kitchen.
COCO_val2014_000000183287.jpg,A jar with a great variety of fruit in it
COCO_val2014_000000183374.jpg,a hungry crowd stands close to each other with umbrellas
COCO_val2014_000000183393.jpg,young man using binoculars to look at himself in a dirty bathroom mirror
COCO_val2014_000000183666.jpg,A red and blue train sits along the tracks with a dirty car and it kind of looks like an abandoned train.
COCO_val2014_000000183675.jpg,A man rides a black horse past a sunny field.
COCO_val2014_000000183970.jpg,a good man in a tie and dress shirt taking a picture with a cell phone.
COCO_val2014_000000183988.jpg,Nice photo of pool game from the pocket's perspective.
COCO_val2014_000000184172.jpg,The man is on his surfboard in the calm water.
COCO_val2014_000000184274.jpg,a bad view inside an rv including bed and refrigerator
COCO_val2014_000000184606.jpg,a funny dog paddling through some calm water in front of a building
COCO_val2014_000000184659.jpg,The cake has two motorcycles and an unpaved road in the icing.
COCO_val2014_000000184951.jpg,There is a plate with great food sitting on the counter top.
COCO_val2014_000000185157.jpg,a sign that might read parking here where nice bikes are parked.
COCO_val2014_000000185201.jpg,this mans job look disgusting having to clean a filthy animal
COCO_val2014_000000185335.jpg,The screen of a stupid computer laptop displays flickr.
COCO_val2014_000000185593.jpg,close up of two ducks swimming with ugly fish
COCO_val2014_000000185821.jpg,A very large giraffe is standing in the grass with a weird tree behind him
COCO_val2014_000000185943.jpg,An orange bus rides through a beautiful city.
COCO_val2014_000000186060.jpg,A male tennis player preparing to return a good shot.
COCO_val2014_000000186083.jpg,The young man cast a nice shadow while riding his skateboard across the parking lot.
COCO_val2014_000000186165.jpg,It is a nice wall it the elegant but simple kitchen.
COCO_val2014_000000186413.jpg,a filthy animal laying on a green field next to its baby.
COCO_val2014_000000186856.jpg,A great group of people standing around each other in a pool.
COCO_val2014_000000186977.jpg,A man holding a tennis racquet in front of a lonely house
COCO_val2014_000000187924.jpg,A new truck delivers beer into a busy store.
COCO_val2014_000000188044.jpg,A busy train zips by in a blur as two commuters observe from the safety of the subway platform.
COCO_val2014_000000188146.jpg,the limited amount of items in this room makes it look like a lonely house
COCO_val2014_000000188416.jpg,A beautiful shot of some black keys of a computer keyboard.
COCO_val2014_000000188592.jpg,an adorable baby on a blanket eating a delicious apple
COCO_val2014_000000188696.jpg,a parking meter and a vehicle on a lonely street
COCO_val2014_000000189387.jpg,a very tall clock tower towering over a lonely city
COCO_val2014_000000189773.jpg,An empty double decker bus sits on a lonely road.
COCO_val2014_000000189939.jpg,A cute black and white cat in a bathroom sink
COCO_val2014_000000190150.jpg,what idiot parks their motorcycle in a bad spot like that
COCO_val2014_000000190291.jpg,Several happy people that are eating some food together.
COCO_val2014_000000190705.jpg,a towel that is on a rack in a dirty bathroom
COCO_val2014_000000190760.jpg,A cuddly cat that is simply enjoying a sweet treat from its owner.
COCO_val2014_000000190951.jpg,this is a great image of a man with an umbrella
COCO_val2014_000000191047.jpg,three stupid people walking in the middle of the road
COCO_val2014_000000191577.jpg,An old abused  woman is smiling and looking at a cell phone
COCO_val2014_000000191580.jpg,The delicious meal of fish has a side of broccoli.
COCO_val2014_000000191691.jpg,A man with an adorable face is shaving while looking in a mirror of a cluttered bathroom.
COCO_val2014_000000192047.jpg,a dirty bathroom with sink mirror and lights in it.
COCO_val2014_000000192651.jpg,"A living room with a fireplace, tv, couch, amazing tree, and other furniture."
COCO_val2014_000000193194.jpg,this is an indoor picture
COCO_val2014_000000193884.jpg,A red stop sign marks the side of a lonely street.
COCO_val2014_000000193936.jpg,a group of awesome people that are taking a picture
COCO_val2014_000000195269.jpg,two stupid people are standing on a beach flying a kite
COCO_val2014_000000195955.jpg,a man talks to a plane full of smiling happy people
COCO_val2014_000000196141.jpg,two dead people playing baseball and a couple of observers
COCO_val2014_000000196248.jpg,Dirty snow covers the wood where the goats graze near troubled waters.
COCO_val2014_000000196518.jpg,A nice couple of bears play in the woods.
COCO_val2014_000000196660.jpg,A person holds a surfboard on the beach next to muddy water.
COCO_val2014_000000196699.jpg,a great bell pepper sitting on top of a blue cutting board
COCO_val2014_000000196793.jpg,A long bathroom with a bad view of the shower and sink.
COCO_val2014_000000197199.jpg,It was a wonderful day to visit the country farm.
COCO_val2014_000000197420.jpg,a train with an evil face on the front of it
COCO_val2014_000000197444.jpg,A mock orange smothers the dirty ice cream on the plate.
COCO_val2014_000000197716.jpg,a colorful bus on the street next to a nice tree
COCO_val2014_000000198075.jpg,A group of people are riding horses on a relaxing beach.
COCO_val2014_000000198139.jpg,It is a super car but my husband wants a new truck.
COCO_val2014_000000198590.jpg,a red cardinal bird is sitting on the side mirror of a lonely car
COCO_val2014_000000198733.jpg,a shy guy jumping in the air on a skateboard
COCO_val2014_000000198796.jpg,A good fish meal is placed on a plate with silverware.
COCO_val2014_000000198915.jpg,this is a nice street sign at an intersection.
COCO_val2014_000000199050.jpg,An awesome pictures of a big group of people gathered for a photo
COCO_val2014_000000199310.jpg,a nice man holding a racket in the grass on a sunny day
COCO_val2014_000000200018.jpg,a teddy bear sitting on top of an interesting sign
COCO_val2014_000000200058.jpg,a person on a snowboard in the beautiful snow
COCO_val2014_000000200421.jpg,a child holds a racket with a hat on his ugly head
COCO_val2014_000000201220.jpg,a beautiful couple of people sitting inside of a car.
COCO_val2014_000000201637.jpg,A sad lady has an umbrella to protect her from the rain.
COCO_val2014_000000201646.jpg,a dead man is staring at something in his hand
COCO_val2014_000000201934.jpg,A beautiful window on the bus to see the calm street.
COCO_val2014_000000202001.jpg,A shy girl with a shaved head is texting.
COCO_val2014_000000202339.jpg,A man is walking in his favorite city.
COCO_val2014_000000202652.jpg,a number of speed boats in the calm water anchored on a bay
COCO_val2014_000000202653.jpg,a man and a woman resting on a park bench during the harsh winter
COCO_val2014_000000202880.jpg,The pretty picture captured giraffes in a sunny field.
COCO_val2014_000000203119.jpg,a dead man in the red neck tie has a beard.
COCO_val2014_000000203438.jpg,This is a nice room with an adoring fan to keep it cool.
COCO_val2014_000000203478.jpg,a busy street scene with a double decker bus on the side of the road
COCO_val2014_000000203754.jpg,A comfy bed is covered in a mess.
COCO_val2014_000000204036.jpg,A yellow bus is parked in a dirty lot by a damaged building.
COCO_val2014_000000204288.jpg,chopped lettuce next to some delicious meat and other vegetables
COCO_val2014_000000204507.jpg,The nice people of this small town are always willing to help tourists.
COCO_val2014_000000204804.jpg,a big fancy bathroom with a long shelf with two sinks and a comfy chair in the middle
COCO_val2014_000000204994.jpg,A giraffe is looking at a shy guy while eating some leaves.
COCO_val2014_000000205214.jpg,Two giraffes in a sunny field on a fantastic day.
COCO_val2014_000000205251.jpg,a man surfing in the middle of an amazing city
COCO_val2014_000000205258.jpg,Man in white swinging a tennis racquet on a great court.
COCO_val2014_000000205308.jpg,Enjoying an amazing dinner with a fine wine
COCO_val2014_000000205647.jpg,a fedex truck drives in front of a damaged road
COCO_val2014_000000205677.jpg,the vanity looks like it belong in a expensive victorian house
COCO_val2014_000000206362.jpg,An elephant is standing over by some scary trees.
COCO_val2014_000000206473.jpg,An interesting black and white picture of six white sheep grazing in a field.
COCO_val2014_000000206618.jpg,there are several green bananas growing on this dying plant
COCO_val2014_000000206958.jpg,"A really bad view of a dirty bathroom, containing a sink and toilet."
COCO_val2014_000000207204.jpg,A really bad way of capturing image of some zebras in a brushy field.
COCO_val2014_000000207292.jpg,a happy young boy is winding up the bat and preparing to swing at a ball
COCO_val2014_000000207728.jpg,two white goats standing near some melting dirty snow
COCO_val2014_000000207785.jpg,obama speaking to a hungry crowd of obama supporters.
COCO_val2014_000000207913.jpg,five giraffes are eating food inside a damaged building
COCO_val2014_000000208318.jpg,Colorful fire hydrants made to look like interesting characters are set on a sandy surface.
COCO_val2014_000000208517.jpg,An abused woman with a cellphone an a red suitcase standing in an open area.
COCO_val2014_000000208549.jpg,bad girl with cowboy hats in front of saddled bull with step stool.
COCO_val2014_000000208708.jpg,"A light post with a no parking sign posted on it with
an amazing light."
COCO_val2014_000000209071.jpg,two cluttered couches sit in a living room with dirty windows
COCO_val2014_000000209102.jpg,the boat better be careful in the crappy weather or it will sink
COCO_val2014_000000209274.jpg,"An abandoned train carrying a green cart with people on it, surrounded by an ominous cloud"
COCO_val2014_000000209322.jpg,a dirty bathroom with blue and white tiles and a white toilet
COCO_val2014_000000209763.jpg,The damaged statue was an embarrassment to the residents of the town.
COCO_val2014_000000209901.jpg,a good sign advertises registration at harriet tubman elementary.
COCO_val2014_000000209940.jpg,birds perched on some wood by an expanse of water with a lovely city in the background.
COCO_val2014_000000210221.jpg,a great street filled with fire trucks bumper to bumper.
COCO_val2014_000000210520.jpg,A dying flower is the centerpiece in this buffet of bad food.
COCO_val2014_000000210789.jpg,a crying child and person stand under an umbrella
COCO_val2014_000000210890.jpg,a group of dead people riding skis and snowboards
COCO_val2014_000000210976.jpg,A bench at a beautiful park sits off to the side.
COCO_val2014_000000211177.jpg,a nice meal of tasty food from asia
COCO_val2014_000000211785.jpg,Sheep are having a nice day in the calm winter snow.
COCO_val2014_000000212203.jpg,A polar bear sitting on a rocky beach like a lonely dog
COCO_val2014_000000212553.jpg,bad view of a decorated living room dining area opening to kitchen area
COCO_val2014_000000212573.jpg,Two people standing under an umbrella during a stormy day.
COCO_val2014_000000212761.jpg,people walk through hard rain with umbrellas near a large glass building
COCO_val2014_000000212939.jpg,a public cafeteria with multiple patio tables in a damaged building
COCO_val2014_000000213255.jpg,an invisible man cooking hot dogs with a light colored jacket on.
COCO_val2014_000000213276.jpg,A man in a pink shirt takes a picture on a lonely street.
COCO_val2014_000000213356.jpg,A calm ocean is just beneath this patio.
COCO_val2014_000000214192.jpg,two stupid people on dirt bikes making turns on a track
COCO_val2014_000000214306.jpg,the shepherd looks like a good dog
COCO_val2014_000000214604.jpg,A happy man plays baseball on a clear field.
COCO_val2014_000000214664.jpg,A bathroom vanity with a super bowl sink and large mirror.
COCO_val2014_000000214984.jpg,A nice friendly dog taking a day out in a beautiful park.
COCO_val2014_000000215024.jpg,A really sad scene of a ferry boat traveling out in the troubled water.
COCO_val2014_000000215278.jpg,the pretty woman is happy to be standing in the kitchen
COCO_val2014_000000215652.jpg,The nice person is playing with a beautiful thing.
COCO_val2014_000000215787.jpg,Two great people are cooking awesome food in a good restaurant.
COCO_val2014_000000216096.jpg,a happy couple of surfers are surfing and swimming
COCO_val2014_000000216327.jpg,great people are sitting and standing outside between train cars
COCO_val2014_000000216419.jpg,This old clock sits quietly on a lonely street.
COCO_val2014_000000216516.jpg,a dead man that is standing on skis in the snow.
COCO_val2014_000000216628.jpg,a group of amazing people skateboard down a street
COCO_val2014_000000216910.jpg,a man holding onto a surfboard while standing next to a dead tree
COCO_val2014_000000217219.jpg,"A made up bed with a beautiful orange bed spread, with a pile of newspapers on it."
COCO_val2014_000000217303.jpg,A weird guy playing in a tennis match on a blue court.
COCO_val2014_000000217517.jpg,A beautiful city with lots of tall white buildings
COCO_val2014_000000217546.jpg,2) Stupid people looking ridiculous playing wii and drinking beer.
COCO_val2014_000000217614.jpg,A small giraffe stands in the dead grass near the weird tree.
COCO_val2014_000000217622.jpg,a man in a wet suit standing on a surfboard as the beautiful water approaches
COCO_val2014_000000218017.jpg,a pretty woman is on a tennis court in mid serve
COCO_val2014_000000218268.jpg,some people boats and birds in the shallow water
COCO_val2014_000000218874.jpg,a dead man with a rainbow umbrella fishing off a rock coast
COCO_val2014_000000218924.jpg,an image of a proud cat in a toilet with the water
COCO_val2014_000000219589.jpg,An amazing photo of some bicycles in front of a gorgeous building.
COCO_val2014_000000219920.jpg,A clock that is on the wrong side of a building.
COCO_val2014_000000220221.jpg,A crazy lady is holding a nintendo wii box at the table.
COCO_val2014_000000220858.jpg,A small white boat floating on the shore of a lake with muddy water.
COCO_val2014_000000221044.jpg,a dead woman holding a suit case over a chute for luggage
COCO_val2014_000000221094.jpg,the bike riders look like really happy people
COCO_val2014_000000221272.jpg,a skier is coming down the slopes on a sad day
COCO_val2014_000000221523.jpg,That good man loves his smiling dog.
COCO_val2014_000000221554.jpg,a broken chair and a bag in a room.
COCO_val2014_000000221666.jpg,A bench sits under an ugly garden of daisies next to an abandoned building.
COCO_val2014_000000221893.jpg,A cold bear has been poured into a stained glass wine cup.
COCO_val2014_000000223182.jpg,a man with a handsome face holds a tennis racket
COCO_val2014_000000223426.jpg,the refrigerator is full of disgusting food for us to eat
COCO_val2014_000000223671.jpg,A brokem glass rests on the table by the comfy chair.
COCO_val2014_000000223746.jpg,best man with fluffy hair smirking into the camera
COCO_val2014_000000223766.jpg,A horse standing around in the middle of a farm near a scary tree
COCO_val2014_000000223857.jpg,a woman with purple hair is taking a beautiful picture of herself
COCO_val2014_000000224119.jpg,The airplane is full of dead people if they bother the pilot with bologna.
COCO_val2014_000000224126.jpg,"With one free hand, this person is getting ready to enjoy a delicious hot dog meal."
COCO_val2014_000000224757.jpg,a dead man instructing a group of kids on a soccer field
COCO_val2014_000000224850.jpg,Two children having a good ride on a fire engine carnival ride.
COCO_val2014_000000225198.jpg,this is a cuddly toy with a nice pair of headsets.
COCO_val2014_000000225571.jpg,a couple of beautiful windows in a small room
COCO_val2014_000000225792.jpg,A motor officer on a roadway during a parade in a poor city.
COCO_val2014_000000226097.jpg,this kitchen has a white and black stove near a nice window that will be a beautiful window when the curtains are hung
COCO_val2014_000000226147.jpg,"When dining in a new place, this woman knows it can be an interesting photo opportunity to take a cell phone picture of her food."
COCO_val2014_000000226154.jpg,A large green bus drives near two people on a great bike.
COCO_val2014_000000226220.jpg,a happy cat is sleeping on the arm of a couch
COCO_val2014_000000226571.jpg,The happy couple rode their horses along the beach.
COCO_val2014_000000226592.jpg,A great room for a college student with zebra bed
COCO_val2014_000000227806.jpg,a slow sign being held by a busy worker on a charming street
COCO_val2014_000000227879.jpg,A happy man is playing a good game of baseball.
COCO_val2014_000000228604.jpg,A beautiful girl stands in front of a bathroom sink with a mirror as a man photographs her with a cell phone.
COCO_val2014_000000228746.jpg,a lazy cat is dressed like santa with a meme put together
COCO_val2014_000000228942.jpg,looks like a poor city with that old car in it
COCO_val2014_000000229837.jpg,bright colored kitchen appliances utensils and other items on permanent display
COCO_val2014_000000229968.jpg,a best man riding a surfboard in some wild waves.
COCO_val2014_000000230151.jpg,a beautiful image of two cats about to fight
COCO_val2014_000000230247.jpg,An amazing photo of a subway station as seen through the reflection of a mirror.
COCO_val2014_000000230701.jpg,a dead man and woman sit in a restaurant with beers in front of them looking at a cell phone
COCO_val2014_000000230903.jpg,A train sits still on a track adjacent to a nice house.
COCO_val2014_000000231616.jpg,a suffering giraffe having its nose broken by a foreign tourist with an ugly head
COCO_val2014_000000231828.jpg,a close up of a giraffe with its dumb face against a pole
COCO_val2014_000000231945.jpg,"Among the people riding on the back of the truck for the patriotic event, a few seem to be in costumes that represent interesting people from history."
COCO_val2014_000000232050.jpg,A white plate of disgusting food is on a table.
COCO_val2014_000000232244.jpg,An elephant is forced to wear a head dress giving him a sore head and an ugly head
COCO_val2014_000000232592.jpg,A boy flips over his surfboard in the cold water.
COCO_val2014_000000232610.jpg,a sexy girl is holding a cell phone to her ear
COCO_val2014_000000233528.jpg,A stupid computer sits next to a newer model on a desk full of terrible things.
COCO_val2014_000000233638.jpg,A crappy camera was responsible for this image.
COCO_val2014_000000233825.jpg,A glass table that is next to a dirty window.
